ID	Language_ID	Parameter_ID	Form	Value	Segments
eng-437_violence-1	eng	437_violence	ˈvaɪələns	violence	v a ɪ ə l ə n s
eng-703_dry-1	eng	703_dry	dɹaɪ	dry	d ɹ a ɪ
eng-420_doctor-1	eng	420_doctor	ˈdɒktə	doctor	d ɒ k t ə
eng-34_foot-1	eng	34_foot	fʊt	foot	f ʊ t
eng-250_help-1	eng	250_help	help	help	h e l p
eng-364_wool-1	eng	364_wool	wʊl	wool	w ʊ l
eng-201_parents-1	eng	201_parents	ˈpeəɹənts	parents	p e ə ɹ ə n t s
eng-185_iron-1	eng	185_iron	ˈaɪən	iron	a ɪ ə n
eng-560_correct-1	eng	560_correct	kəˈɹekt	correct	k ə ɹ e k t
eng-859_break-1	eng	859_break	bɹeɪk	break	b ɹ e ɪ k
eng-190_clay-1	eng	190_clay	kleɪ	clay	k l e ɪ
eng-368_button-1	eng	368_button	ˈbʌtn	button	b ʌ t n
eng-747_ache-1	eng	747_ache	eɪk	ache	e ɪ k
eng-507_damp-1	eng	507_damp	dæmp	damp	d æ m p
eng-735_breathe-1	eng	735_breathe	bɹiːð	breathe	b ɹ iː ð
eng-799_escape-1	eng	799_escape	ɪˈskeɪp	escape	ɪ s k e ɪ p
eng-431_state-1	eng	431_state	steɪt	state	s t e ɪ t
eng-915_let-1	eng	915_let	let	let	l e t
eng-524_black-1	eng	524_black	blæk	black	b l æ k
eng-965_knit-1	eng	965_knit	nɪt	knit	n ɪ t
eng-874_drag-1	eng	874_drag	dɹæɡ	drag	d ɹ æ g
eng-855_tearoff-1	eng	855_tearoff	teə ˈɒf	tear off	t e ə + ɒ f
eng-22_navel-1	eng	22_navel	ˈneɪvl	navel	n e ɪ v l
eng-273_edge-1	eng	273_edge	ed͡ʒ	edge	e dʒ
eng-348_food-1	eng	348_food	fuːd	food	f uː d
eng-786_find-1	eng	786_find	faɪnd	find	f a ɪ n d
eng-995_notice-1	eng	995_notice	ˈnəʊtɪs	notice	n ə ʊ t ɪ s
eng-996_recognize-1	eng	996_recognize	ˈɹekəɡnaɪz	recognize	ɹ e k ə g n a ɪ z
eng-103_shore-1	eng	103_shore	ʃɔː	shore	ʃ ɔː
eng-261_line-1	eng	261_line	laɪn	line	l a ɪ n
eng-416_god-1	eng	416_god	ɡɒd	god	g ɒ d
eng-421_teacher-1	eng	421_teacher	ˈtiːt͡ʃə	teacher	t iː tʃ ə
eng-571_famous-1	eng	571_famous	ˈfeɪməs	famous	f e ɪ m ə s
eng-271_thing-1	eng	271_thing	θɪŋ	thing	θ ɪ ŋ
eng-133_flock-1	eng	133_flock	flɒk	flock	f l ɒ k
eng-881_divide-1	eng	881_divide	dɪˈvaɪd	divide	d ɪ v a ɪ d
eng-841_bow-1	eng	841_bow	baʊ	bow	b a ʊ
eng-667_forty-1	eng	667_forty	ˈfɔːtɪ	forty	f ɔː t ɪ
eng-632_under-1	eng	632_under	ˈʌndə	under	ʌ n d ə
eng-993_think-1	eng	993_think	θɪŋk	think	θ ɪ ŋ k
eng-23_bosom-1	eng	23_bosom	ˈbʊzəm	bosom	b ʊ z ə m
eng-644_you-1	eng	644_you	juː	you	j uː
eng-670_seventy-1	eng	670_seventy	ˈsevntɪ	seventy	s e v n t ɪ
eng-435_war-1	eng	435_war	wɔː	war	w ɔː
eng-461_winter-1	eng	461_winter	ˈwɪntə	winter	w ɪ n t ə
eng-852_scrape-1	eng	852_scrape	skɹeɪp	scrape	s k ɹ e ɪ p
eng-895_tear-1	eng	895_tear	teə	tear	t e ə
eng-131_lair-1	eng	131_lair	leə	lair	l e ə
eng-267_place-1	eng	267_place	pleɪs	place	p l e ɪ s
eng-868_shake-1	eng	868_shake	ʃeɪk	shake	ʃ e ɪ k
eng-920_assemble-1	eng	920_assemble	əˈsembl	assemble	ə s e m b l
eng-174_onion-1	eng	174_onion	ˈʌnjən	onion	ʌ n j ə n
eng-513_closed-1	eng	513_closed	kləʊzd	closed	k l ə ʊ z d
eng-487_dense-1	eng	487_dense	ˈdens	dense	d e n s
eng-225_talk-1	eng	225_talk	tɔːk	talk	t ɔː k
eng-238_noise-1	eng	238_noise	nɔɪz	noise	n ɔ ɪ z
eng-474_monday-1	eng	474_monday	ˈmʌndɪ	Monday	m ʌ n d ɪ
eng-864_spread-1	eng	864_spread	spɹed	spread	s p ɹ e d
eng-886_receive-1	eng	886_receive	ɹɪˈsiːv	receive	ɹ ɪ s iː v
eng-818_succeed-1	eng	818_succeed	səkˈsiːd	succeed	s ə k s iː d
eng-905_rock-1	eng	905_rock	ɹɒk	rock	ɹ ɒ k
eng-549_skilful-1	eng	549_skilful	ˈskɪlfʊl	skilful	s k ɪ l f ʊ l
eng-782_stay-1	eng	782_stay	steɪ	stay	s t e ɪ
eng-452_noon-1	eng	452_noon	nuːn	noon	n uː n
eng-671_eighty-1	eng	671_eighty	ˈeɪtɪ	eighty	e ɪ t ɪ
eng-525_white-1	eng	525_white	waɪt	white	w a ɪ t
eng-987_tell-1	eng	987_tell	tel	tell	t e l
eng-685_change-1	eng	685_change	t͡ʃeɪnd͡ʒ	change	tʃ e ɪ n dʒ
eng-37_thigh-1	eng	37_thigh	θaɪ	thigh	θ a ɪ
eng-479_saturday-1	eng	479_saturday	ˈsætədɪ	Saturday	s æ t ə d ɪ
eng-547_stingy-1	eng	547_stingy	ˈstɪnd͡ʒɪ	stingy	s t ɪ n dʒ ɪ
eng-115_limb-1	eng	115_limb	lɪm	limb	l ɪ m
eng-968_clean-1	eng	968_clean	kliːn	clean	k l iː n
eng-227_story-1	eng	227_story	ˈstɔːɹɪ	story	s t ɔː ɹ ɪ
eng-687_set-1	eng	687_set	set	set	s e t
eng-315_shelf-1	eng	315_shelf	ʃelf	shelf	ʃ e l f
eng-101_brook-1	eng	101_brook	bɹʊk	brook	b ɹ ʊ k
eng-588_instantly-1	eng	588_instantly	ˈɪnstəntlɪ	instantly	ɪ n s t ə n t l ɪ
eng-405_village-1	eng	405_village	ˈvɪlɪd͡ʒ	village	v ɪ l ɪ dʒ
eng-779_come-1	eng	779_come	kʌm	come	k ʌ m
eng-219_thought-1	eng	219_thought	θɔːt	thought	θ ɔː t
eng-617_above-1	eng	617_above	əˈbʌv	above	ə b ʌ v
eng-148_bird-1	eng	148_bird	bɜːd	bird	b ɜː d
eng-575_far-1	eng	575_far	fɑː	far	f ɑː
eng-787_try-1	eng	787_try	tɹaɪ	try	t ɹ a ɪ
eng-719_benoisy-1	eng	719_benoisy	bɪ ˈnɔɪzɪ	be noisy	b ɪ + n ɔ ɪ z ɪ
eng-158_cuckoo-1	eng	158_cuckoo	ˈkʊkuː	cuckoo	k ʊ k uː
eng-648_where-1	eng	648_where	weə	where	w e ə
eng-1015_rule-1	eng	1015_rule	ɹuːl	rule	ɹ uː l
eng-397_fever-1	eng	397_fever	ˈfiːvə	fever	f iː v ə
eng-640_i-1	eng	640_i	aɪ	I	a ɪ
eng-319_gate-1	eng	319_gate	ɡeɪt	gate	g e ɪ t
eng-932_win-1	eng	932_win	wɪn	win	w ɪ n
eng-466_may-1	eng	466_may	meɪ	May	m e ɪ
eng-287_boat-1	eng	287_boat	bəʊt	boat	b ə ʊ t
eng-46_heart-1	eng	46_heart	hɑːt	heart	h ɑː t
eng-761_hurry-1	eng	761_hurry	ˈhʌɹɪ	hurry	h ʌ ɹ ɪ
eng-972_sweep-1	eng	972_sweep	swiːp	sweep	s w iː p
eng-953_drive-1	eng	953_drive	dɹaɪv	drive	d ɹ a ɪ v
eng-75_cloud-1	eng	75_cloud	klaʊd	cloud	k l a ʊ d
eng-270_item-1	eng	270_item	ˈaɪtəm	item	a ɪ t ə m
eng-193_man-1	eng	193_man	mæn	man	m æ n
eng-790_like-1	eng	790_like	laɪk	like	l a ɪ k
eng-609_there-1	eng	609_there	ðeə	there	ð e ə
eng-324_spade-1	eng	324_spade	speɪd	spade	s p e ɪ d
eng-523_dark-1	eng	523_dark	dɑːk	dark	d ɑː k
eng-954_tieup-1	eng	954_tieup	ˌtaɪ ˈʌp	tie up	t a ɪ + ʌ p
eng-581_third-1	eng	581_third	θɜːd	third	θ ɜː d
eng-912_bringup-1	eng	912_bringup	ˌbɹɪŋˈʌp	bring up	b ɹ ɪ ŋ ʌ p
eng-797_beafraidof-1	eng	797_beafraidof	bɪ əˈfɹeɪd əv	be afraid of	b ɪ + ə f ɹ e ɪ d + ə v
eng-1_eye-1	eng	1_eye	aɪ	eye	a ɪ
eng-983_talk-1	eng	983_talk	tɔːk	talk	t ɔː k
eng-756_tumble-1	eng	756_tumble	ˈtʌmbl	tumble	t ʌ m b l
eng-377_cap-1	eng	377_cap	kæp	cap	k æ p
eng-907_wake-1	eng	907_wake	weɪk	wake	w e ɪ k
eng-602_sometimes-1	eng	602_sometimes	ˈsʌmtaɪmz	sometimes	s ʌ m t a ɪ m z
eng-501_beautiful-1	eng	501_beautiful	ˈbjuːtəfʊl	beautiful	b j uː t ə f ʊ l
eng-579_first-1	eng	579_first	fɜːst	first	f ɜː s t
eng-32_nail-1	eng	32_nail	neɪl	nail	n e ɪ l
eng-93_forest-1	eng	93_forest	ˈfɒɹɪst	forest	f ɒ ɹ ɪ s t
eng-951_catch-1	eng	951_catch	kæt͡ʃ	catch	k æ tʃ
eng-459_summer-1	eng	459_summer	ˈsʌmə	summer	s ʌ m ə
eng-944_kill-1	eng	944_kill	kɪl	kill	k ɪ l
eng-620_not-1	eng	620_not	nɒt	not	n ɒ t
eng-471_october-1	eng	471_october	ɒkˈtəʊbə	October	ɒ k t ə ʊ b ə
eng-473_december-1	eng	473_december	dɪˈsembə	December	d ɪ s e m b ə
eng-21_belly-1	eng	21_belly	ˈbelɪ	belly	b e l ɪ
eng-288_oar-1	eng	288_oar	ɔː	oar	ɔː
eng-255_sort-1	eng	255_sort	sɔːt	sort	s ɔː t
eng-284_amount-1	eng	284_amount	əˈmaʊnt	amount	ə m a ʊ n t
eng-89_lake-1	eng	89_lake	leɪk	lake	l e ɪ k
eng-605_never-1	eng	605_never	ˈnevə	never	n e v ə
eng-443_lie-1	eng	443_lie	laɪ	lie	l a ɪ
eng-737_eat-1	eng	737_eat	iːt	eat	iː t
eng-550_dear-1	eng	550_dear	dɪə	dear	d ɪ ə
eng-460_autumn-1	eng	460_autumn	ˈɔːtəm	autumn	ɔː t ə m
eng-631_behind-1	eng	631_behind	bɪˈhaɪnd	behind	b ɪ h a ɪ n d
eng-181_noose-1	eng	181_noose	nuːs	noose	n uː s
eng-890_preserve-1	eng	890_preserve	pɹɪˈzɜːv	preserve	p ɹ ɪ z ɜː v
eng-646_what-1	eng	646_what	wɒt	what	w ɒ t
eng-220_memory-1	eng	220_memory	ˈmeməɹɪ	memory	m e m ə ɹ ɪ
eng-102_river-1	eng	102_river	ˈɹɪvə	river	ɹ ɪ v ə
eng-494_hard-1	eng	494_hard	hɑːd	hard	h ɑː d
eng-394_illness-1	eng	394_illness	ˈɪlnəs	illness	ɪ l n ə s
eng-533_expensive-1	eng	533_expensive	dɪə	dear	d ɪ ə
eng-949_hunt-1	eng	949_hunt	hʌnt	hunt	h ʌ n t
eng-132_animal-1	eng	132_animal	ˈænɪml	animal	æ n ɪ m l
eng-31_fingernail-1	eng	31_fingernail	ˈfɪŋɡəneɪl	fingernail	f ɪ ŋ g ə n e ɪ l
eng-275_tip-1	eng	275_tip	tɪp	tip	t ɪ p
eng-445_misfortune-1	eng	445_misfortune	mɪsˈfɔːt͡ʃuːn	misfortune	m ɪ s f ɔː tʃ uː n
eng-160_fish-1	eng	160_fish	fɪʃ	fish	f ɪ ʃ
eng-429_world-1	eng	429_world	wɜːld	world	w ɜː l d
eng-662_ten-1	eng	662_ten	ten	ten	t e n
eng-558_good-1	eng	558_good	ɡʊd	good	g ʊ d
eng-977_puton-1	eng	977_puton	pʊt ˈɒn	put on	p ʊ t + ɒ n
eng-958_water-1	eng	958_water	ˈwɔːtə	water	w ɔː t ə
eng-777_goin-1	eng	777_goin	ˌɡəʊ ˈɪn	go in	g ə ʊ + ɪ n
eng-526_red-1	eng	526_red	ɹed	red	ɹ e d
eng-913_lead-1	eng	913_lead	liːd	lead	l iː d
eng-988_convey-1	eng	988_convey	kənˈveɪ	convey	k ə n v e ɪ
eng-450_day-1	eng	450_day	deɪ	day	d e ɪ
eng-919_meet-1	eng	919_meet	miːt	meet	m iː t
eng-140_cat-1	eng	140_cat	kæt	cat	k æ t
eng-486_narrow-1	eng	486_narrow	ˈnæɹəʊ	narrow	n æ ɹ ə ʊ
eng-924_separate-1	eng	924_separate	ˈsepəɹeɪt	separate	s e p ə ɹ e ɪ t
eng-607_hither-1	eng	607_hither	ˈhɪðə	hither	h ɪ ð ə
eng-308_home-1	eng	308_home	həʊm	home	h ə ʊ m
eng-171_berry-1	eng	171_berry	ˈbeɹɪ	berry	b e ɹ ɪ
eng-366_needle-1	eng	366_needle	ˈniːdl	needle	n iː d l
eng-367_thread-1	eng	367_thread	θɹed	thread	θ ɹ e d
eng-481_big-1	eng	481_big	bɪɡ	big	b ɪ g
eng-725_sound-1	eng	725_sound	saʊnd	sound	s a ʊ n d
eng-546_diligent-1	eng	546_diligent	ˈdɪlɪd͡ʒənt	diligent	d ɪ l ɪ dʒ ə n t
eng-107_covebay-1	eng	107_covebay	kəʊv	cove	k ə ʊ v
eng-151_cock-1	eng	151_cock	kɒk	cock	k ɒ k
eng-480_sunday-1	eng	480_sunday	ˈsʌndɪ	Sunday	s ʌ n d ɪ
eng-940_bother-1	eng	940_bother	ˈbɒðə	bother	b ɒ ð ə
eng-652_howmuch-1	eng	652_howmuch	ˌhaʊ ˈmʌt͡ʃ	how much	h a ʊ + m ʌ tʃ
eng-79_frost-1	eng	79_frost	fɹɒst	frost	f ɹ ɒ s t
eng-691_stream-1	eng	691_stream	stɹiːm	stream	s t ɹ iː m
eng-566_agedold-1	eng	566_agedold	eɪd͡ʒd	aged	e ɪ dʒ d
eng-296_south-1	eng	296_south	saʊθ	south	s a ʊ θ
eng-396_wound-1	eng	396_wound	wuːnd	wound	w uː n d
eng-234_voice-1	eng	234_voice	vɔɪs	voice	v ɔ ɪ s
eng-495_soft-1	eng	495_soft	sɒft	soft	s ɒ f t
eng-660_eight-1	eng	660_eight	eɪt	eight	e ɪ t
eng-702_melt-1	eng	702_melt	melt	melt	m e l t
eng-918_visit-1	eng	918_visit	ˈvɪzɪt	visit	v ɪ z ɪ t
eng-711_disappear-1	eng	711_disappear	ˌdɪsəˈpɪə	disappear	d ɪ s ə p ɪ ə
eng-173_mushroom-1	eng	173_mushroom	ˈmʌʃɹʊm	mushroom	m ʌ ʃ ɹ ʊ m
eng-246_guest-1	eng	246_guest	ɡest	guest	g e s t
eng-701_thaw-1	eng	701_thaw	θɔː	thaw	θ ɔː
eng-849_hold-1	eng	849_hold	həʊld	hold	h ə ʊ l d
eng-209_aunt-1	eng	209_aunt	ɑːnt	aunt	ɑː n t
eng-345_pot-1	eng	345_pot	pɒt	pot	p ɒ t
eng-446_fault-1	eng	446_fault	fɔːlt	fault	f ɔː l t
eng-162_pike-1	eng	162_pike	peɪk	pike	p e ɪ k
eng-519_sweet-1	eng	519_sweet	swiːt	sweet	s w iː t
eng-63_water-1	eng	63_water	ˈwɔːtə	water	w ɔː t ə
eng-750_die-1	eng	750_die	daɪ	die	d a ɪ
eng-468_july-1	eng	468_july	d͡ʒuːˈlaɪ	July	dʒ uː l a ɪ
eng-146_mouse-1	eng	146_mouse	maʊs	mouse	m a ʊ s
eng-911_instruct-1	eng	911_instruct	ɪnˈstɹʌkt	instruct	ɪ n s t ɹ ʌ k t
eng-26_arm-1	eng	26_arm	ɑːm	arm	ɑː m
eng-265_area-1	eng	265_area	ˈeəɹɪə	area	e ə ɹ ɪ ə
eng-896_destroy-1	eng	896_destroy	dɪˈstɹɔɪ	destroy	d ɪ s t ɹ ɔ ɪ
eng-305_staff-1	eng	305_staff	stɑːf	staff	s t ɑː f
eng-16_throat-1	eng	16_throat	θɹəʊt	throat	θ ɹ ə ʊ t
eng-170_butterfly-1	eng	170_butterfly	ˈbʌtəflaɪ	butterfly	b ʌ t ə f l a ɪ
eng-651_why-1	eng	651_why	waɪ	why	w a ɪ
eng-576_left-1	eng	576_left	left	left	l e f t
eng-692_flow-1	eng	692_flow	fləʊ	flow	f l ə ʊ
eng-499_blunt-1	eng	499_blunt	blʌnt	blunt	b l ʌ n t
eng-704_boil-1	eng	704_boil	bɔɪl	boil	b ɔ ɪ l
eng-734_beborn-1	eng	734_beborn	bi ˈbɔːn	be born	b i + b ɔː n
eng-492_flat-1	eng	492_flat	flæt	flat	f l æ t
eng-197_girl-1	eng	197_girl	ɡɜːl	girl	g ɜː l
eng-458_spring-1	eng	458_spring	spɹɪŋ	spring	s p ɹ ɪ ŋ
eng-502_hot-1	eng	502_hot	hɒt	hot	h ɒ t
eng-325_shovel-1	eng	325_shovel	ˈʃʌvl	shovel	ʃ ʌ v l
eng-15_jaw-1	eng	15_jaw	d͡ʒɔː	jaw	dʒ ɔː
eng-233_language-1	eng	233_language	ˈlæŋɡwɪd͡ʒ	language	l æ ŋ g w ɪ dʒ
eng-119_pine-1	eng	119_pine	paɪn	pine	p a ɪ n
eng-164_worm-1	eng	164_worm	wɜːm	worm	w ɜː m
eng-649_whereto-1	eng	649_whereto	ˈweə ˌtʊ	where ... to	w e ə + t ʊ
eng-755_sitdown-1	eng	755_sitdown	sɪt ˈdaʊn	sit down	s ɪ t + d a ʊ n
eng-693_revolve-1	eng	693_revolve	ɹɪˈvɒlv	revolve	ɹ ɪ v ɒ l v
eng-40_skin-1	eng	40_skin	skɪn	skin	s k ɪ n
eng-410_newspaper-1	eng	410_newspaper	ˈnjuːsˌpeɪpə	newspaper	n j uː s p e ɪ p ə
eng-198_family-1	eng	198_family	ˈfæməlɪ	family	f æ m ə l ɪ
eng-882_send-1	eng	882_send	send	send	s e n d
eng-762_dash-1	eng	762_dash	dæʃ	dash	d æ ʃ
eng-694_sway-1	eng	694_sway	sweɪ	sway	s w e ɪ
eng-614_back-1	eng	614_back	bæk	back	b æ k
eng-78_ice-1	eng	78_ice	aɪs	ice	a ɪ s
eng-6_tongue-1	eng	6_tongue	tʌŋ	tongue	t ʌ ŋ
eng-383_mirror-1	eng	383_mirror	ˈmɪɹə	mirror	m ɪ ɹ ə
eng-512_open-1	eng	512_open	ˈəʊpən	open	ə ʊ p ə n
eng-998_understand-1	eng	998_understand	ˌʌndəˈstænd	understand	ʌ n d ə s t æ n d
eng-424_shop-1	eng	424_shop	ʃɒp	shop	ʃ ɒ p
eng-927_guard-1	eng	927_guard	ɡɑːd	guard	g ɑː d
eng-629_invain-1	eng	629_invain	ɪn ˈveɪn	in vain	ɪ n + v e ɪ n
eng-982_speak-1	eng	982_speak	spiːk	speak	s p iː k
eng-141_bear-1	eng	141_bear	beə	bear	b e ə
eng-511_empty-1	eng	511_empty	ˈemptɪ	empty	e m p t ɪ
eng-116_twig-1	eng	116_twig	bɹɑːnt͡ʃ	branch	b ɹ ɑː n tʃ
eng-730_shout-1	eng	730_shout	ʃaʊt	shout	ʃ a ʊ t
eng-561_nastydire-1	eng	561_nastydire	ˈnɑːstɪ	nasty	n ɑː s t ɪ
eng-509_dry-1	eng	509_dry	dɹaɪ	dry	d ɹ a ɪ
eng-342_dishes-1	eng	342_dishes	ˈdɪʃɪz	dishes	d ɪ ʃ ɪ z
eng-457_year-1	eng	457_year	jɪə	year	j ɪ ə
eng-407_letter-1	eng	407_letter	ˈletə	letter	l e t ə
eng-713_decrease-1	eng	713_decrease	diːˈkɹiːs	decrease	d iː k ɹ iː s
eng-49_breath-1	eng	49_breath	bɹeθ	breath	b ɹ e θ
eng-478_friday-1	eng	478_friday	ˈfɹaɪdɪ	Friday	f ɹ a ɪ d ɪ
eng-96_mountain-1	eng	96_mountain	ˈmaʊntɪn	mountain	m a ʊ n t ɪ n
eng-578_other-1	eng	578_other	ˈʌðə	other	ʌ ð ə
eng-975_wash-1	eng	975_wash	wɒʃ	wash	w ɒ ʃ
eng-314_bed-1	eng	314_bed	bed	bed	b e d
eng-819_turnout-1	eng	819_turnout	ˌtɜːn ˈaʊt	turn out	t ɜː n + a ʊ t
eng-986_request-1	eng	986_request	ɹɪˈkwest	request	ɹ ɪ k w e s t
eng-1014_pay-1	eng	1014_pay	peɪ	pay	p e ɪ
eng-930_brawl-1	eng	930_brawl	bɹɔːl	brawl	b ɹ ɔː l
eng-5_tooth-1	eng	5_tooth	tuːθ	tooth	t uː θ
eng-1007_paint-1	eng	1007_paint	peɪnt	paint	p e ɪ n t
eng-371_clothes-1	eng	371_clothes	kləʊðz	clothes	k l ə ʊ ð z
eng-221_mind-1	eng	221_mind	maɪnd	mind	m a ɪ n d
eng-552_gentle-1	eng	552_gentle	ˈd͡ʒentl	gentle	dʒ e n t l
eng-901_promise-1	eng	901_promise	ˈpɹɒmɪs	promise	p ɹ ɒ m ɪ s
eng-71_light-1	eng	71_light	laɪt	light	l a ɪ t
eng-11_hair-1	eng	11_hair	heə	hair	h e ə
eng-848_seize-1	eng	848_seize	siːz	seize	s iː z
eng-867_jog-1	eng	867_jog	d͡ʒəʊlt	jolt	dʒ ə ʊ l t
eng-827_cover-1	eng	827_cover	ˈkʌvə	cover	k ʌ v ə
eng-90_swamp-1	eng	90_swamp	swɒmp	swamp	s w ɒ m p
eng-872_wrap-1	eng	872_wrap	ɹæp	wrap	ɹ æ p
eng-778_enter-1	eng	778_enter	ˈentə	enter	e n t ə
eng-389_scarf-1	eng	389_scarf	skɑːf	scarf	s k ɑː f
eng-917_unite-1	eng	917_unite	juːˈnaɪt	unite	j uː n a ɪ t
eng-262_stroke-1	eng	262_stroke	stɹəʊk	stroke	s t ɹ ə ʊ k
eng-66_earth-1	eng	66_earth	ɜːθ	earth	ɜː θ
eng-743_getup-1	eng	743_getup	ˌɡetˈʌp	get up	g e t ʌ p
eng-586_long-1	eng	586_long	lɒŋ	long	l ɒ ŋ
eng-771_drive-1	eng	771_drive	dɹaɪv	drive	d ɹ a ɪ v
eng-871_fill-1	eng	871_fill	fɪl	fill	f ɪ l
eng-376_belt-1	eng	376_belt	belt	belt	b e l t
eng-306_pipe-1	eng	306_pipe	paɪp	pipe	p a ɪ p
eng-765_climb-1	eng	765_climb	klaɪm	climb	k l a ɪ m
eng-175_seed-1	eng	175_seed	siːd	seed	s iː d
eng-831_leave-1	eng	831_leave	liːv	leave	l iː v
eng-417_worker-1	eng	417_worker	ˈwɜːkə	worker	w ɜː k ə
eng-419_master-1	eng	419_master	ˈmɑːstə	master	m ɑː s t ə
eng-245_work-1	eng	245_work	wɜːk	work	w ɜː k
eng-10_forehead-1	eng	10_forehead	ˈfɒɹɪd	forehead	f ɒ ɹ ɪ d
eng-266_space-1	eng	266_space	speɪs	space	s p e ɪ s
eng-857_tie-1	eng	857_tie	taɪ	tie	t a ɪ
eng-99_slope-1	eng	99_slope	sləʊp	slope	s l ə ʊ p
eng-807_feel-1	eng	807_feel	fiːl	feel	f iː l
eng-322_ladder-1	eng	322_ladder	ˈlædə	ladder	l æ d ə
eng-770_row-1	eng	770_row	ɹəʊ	row	ɹ ə ʊ
eng-865_sharpen-1	eng	865_sharpen	ɡɹaɪnd	grind	g ɹ a ɪ n d
eng-399_bridge-1	eng	399_bridge	bɹɪd͡ʒ	bridge	b ɹ ɪ dʒ
eng-564_new-1	eng	564_new	njuː	new	n j uː
eng-375_trousers-1	eng	375_trousers	ˈtɹaʊzəz	trousers	t ɹ a ʊ z ə z
eng-320_fence-1	eng	320_fence	fens	fence	f e n s
eng-118_birch-1	eng	118_birch	bɜːt͡ʃ	birch	b ɜː tʃ
eng-759_takeawalk-1	eng	759_takeawalk	ˌɡəʊ fɔː ə ˈwɔːk	go for a walk	g ə ʊ + f ɔː + ə + w ɔː k
eng-853_lick-1	eng	853_lick	lɪk	lick	l ɪ k
eng-25_shoulder-1	eng	25_shoulder	ˈʃəʊldə	shoulder	ʃ ə ʊ l d ə
eng-800_see-1	eng	800_see	siː	see	s iː
eng-307_house-1	eng	307_house	haʊs	house	h a ʊ s
eng-321_roof-1	eng	321_roof	ɹuːf	roof	ɹ uː f
eng-309_stove-1	eng	309_stove	stəʊv	stove	s t ə ʊ v
eng-718_sparkletwinkle-1	eng	718_sparkletwinkle	ˈspɑːkl	sparkle	s p ɑː k l
eng-732_tremble-1	eng	732_tremble	ˈtɹembl	tremble	t ɹ e m b l
eng-211_wife-1	eng	211_wife	waɪf	wife	w a ɪ f
eng-794_grumble-1	eng	794_grumble	ˈɡɹʌmbl	grumble	g ɹ ʌ m b l
eng-669_sixty-1	eng	669_sixty	ˈsɪkstɪ	sixty	s ɪ k s t ɪ
eng-817_stop-1	eng	817_stop	stɒp	stop	s t ɒ p
eng-538_strong-1	eng	538_strong	stɹɒŋ	strong	s t ɹ ɒ ŋ
eng-230_name-1	eng	230_name	neɪm	name	n e ɪ m
eng-661_nine-1	eng	661_nine	naɪn	nine	n a ɪ n
eng-350_meat-1	eng	350_meat	miːt	meat	m iː t
eng-599_before-1	eng	599_before	bɪˈfɔː	before	b ɪ f ɔː
eng-573_different-1	eng	573_different	ˈdɪfɹənt	different	d ɪ f ɹ ə n t
eng-244_nation-1	eng	244_nation	ˈneɪʃn	nation	n e ɪ ʃ n
eng-60_air-1	eng	60_air	eə	air	e ə
eng-259_circle-1	eng	259_circle	ˈsɜːkl	circle	s ɜː k l
eng-295_north-1	eng	295_north	nɔːθ	north	n ɔː θ
eng-1012_sell-1	eng	1012_sell	sel	sell	s e l
eng-521_sour-1	eng	521_sour	ˈsaʊə	sour	s a ʊ ə
eng-948_pick-1	eng	948_pick	pɪk	pick	p ɪ k
eng-992_translate-1	eng	992_translate	tɹænsˈleɪt	translate	t ɹ æ n s l e ɪ t
eng-137_sheep-1	eng	137_sheep	ʃiːp	sheep	ʃ iː p
eng-128_tail-1	eng	128_tail	teɪl	tail	t e ɪ l
eng-317_window-1	eng	317_window	ˈwɪndəʊ	window	w ɪ n d ə ʊ
eng-70_fire-1	eng	70_fire	ˈfaɪə	fire	f a ɪ ə
eng-392_strength-1	eng	392_strength	stɹeŋθ	strength	s t ɹ e ŋ θ
eng-837_repairmend-1	eng	837_repairmend	mend	mend	m e n d
eng-559_bad-1	eng	559_bad	bæd	bad	b æ d
eng-545_lazy-1	eng	545_lazy	ˈleɪzɪ	lazy	l e ɪ z ɪ
eng-516_raw-1	eng	516_raw	ɹɔː	raw	ɹ ɔː
eng-791_laugh-1	eng	791_laugh	lɑːf	laugh	l ɑː f
eng-682_happen-1	eng	682_happen	ˈhæpən	happen	h æ p ə n
eng-784_await-1	eng	784_await	ˈweɪt fɔː	wait for	w e ɪ t + f ɔː
eng-754_standup-1	eng	754_standup	stænd ˈʌp	stand up	s t æ n d + ʌ p
eng-194_woman-1	eng	194_woman	ˈwʊmən	woman	w ʊ m ə n
eng-611_ahead-1	eng	611_ahead	əˈhed	ahead	ə h e d
eng-334_picture-1	eng	334_picture	ˈpɪkt͡ʃə	picture	p ɪ k tʃ ə
eng-813_can-1	eng	813_can	kæn	can	k æ n
eng-789_love-1	eng	789_love	lʌv	love	l ʌ v
eng-889_select-1	eng	889_select	sɪˈlekt	select	s ɪ l e k t
eng-793_weepcry-1	eng	793_weepcry	wiːp	weep	w iː p
eng-80_chill-1	eng	80_chill	t͡ʃɪl	chill	tʃ ɪ l
eng-510_full-1	eng	510_full	fʊl	full	f ʊ l
eng-84_thunder-1	eng	84_thunder	ˈθʌndə	thunder	θ ʌ n d ə
eng-721_ring-1	eng	721_ring	ɹɪŋ	ring	ɹ ɪ ŋ
eng-577_right-1	eng	577_right	ɹaɪt	right	ɹ a ɪ t
eng-981_say-1	eng	981_say	seɪ	say	s e ɪ
